date,timestamp,open,high,low,close,volume
2017-10-05,1507161600,10.465,11.172,9.546,10.041,7293500
2017-10-06,1507248000,10.041,10.041,9.617,9.759,1196846
2017-10-09,1507507200,9.759,9.9,9.688,9.83,1018740
2017-10-10,1507593600,9.83,9.9,9.617,9.688,1369264
2017-10-11,1507680000,9.759,9.759,9.122,9.262,1929895
2017-10-12,1507766400,9.262,9.262,8.839,8.981,1503890
2017-10-13,1507852800,8.839,9.051,8.557,8.627,1998290
2017-10-16,1508112000,8.557,9.333,8.485,8.91,2078341
2017-10-17,1508198400,8.981,9.475,8.981,9.475,2352646
2017-10-18,1508284800,9.403,9.688,9.403,9.403,1921054
2017-10-19,1508371200,9.403,9.403,9.122,9.192,1665342
2017-10-20,1508457600,9.262,9.262,9.051,9.192,716310
2017-10-23,1508716800,9.192,9.192,8.91,8.91,989690
2017-10-24,1508803200,8.91,9.333,8.839,9.192,2296792
2017-10-25,1508889600,9.192,9.688,9.192,9.617,4451160
2017-10-26,1508976000,9.546,9.688,9.475,9.617,4783279
2017-10-27,1509062400,9.546,9.617,9.475,9.546,917448
2017-10-30,1509321600,9.546,9.546,9.333,9.403,1155892
2017-10-31,1509408000,9.333,9.333,9.192,9.192,998097
2017-11-01,1509494400,9.262,9.262,9.122,9.262,1832620
2017-11-02,1509580800,9.262,9.262,9.122,9.192,1436565
2017-11-03,1509667200,9.192,9.192,8.981,9.051,1311510
2017-11-06,1509926400,8.91,9.122,8.839,8.981,1721340
2017-11-07,1510012800,9.051,9.051,8.768,8.839,3472406
2017-11-08,1510099200,8.91,9.192,8.839,9.122,3419190
2017-11-09,1510185600,9.122,9.475,9.122,9.333,2027331
2017-11-10,1510272000,9.262,9.403,9.192,9.192,2162571
2017-11-13,1510531200,9.262,9.262,9.051,9.192,1658710
2017-11-14,1510617600,9.547,9.697,9.246,9.471,1417790
2017-11-15,1510704000,9.246,9.622,9.246,9.622,1199023
2017-11-16,1510790400,9.547,10.148,9.547,9.998,3654576
2017-11-17,1510876800,9.998,10.073,9.697,9.772,1427771
2017-11-20,1511136000,9.848,9.848,9.622,9.697,1377090
2017-11-21,1511222400,9.772,9.848,9.622,9.772,1436020
2017-11-22,1511308800,9.547,9.923,9.547,9.848,2574539
2017-11-23,1511395200,9.998,10.073,9.848,9.923,2175399
2017-11-24,1511481600,9.923,9.998,9.772,9.998,2075370
2017-11-27,1511740800,9.998,10.524,9.923,10.45,5381683
2017-11-28,1511827200,10.374,10.6,10.223,10.223,7626825
2017-11-29,1511913600,10.3,10.3,9.998,9.998,1841038
2017-11-30,1512000000,10.073,10.223,9.998,10.073,1149710
2017-12-01,1512086400,10.073,10.073,9.697,9.772,2499176
2017-12-04,1512345600,9.772,9.998,9.772,9.848,1390615
2017-12-05,1512432000,9.923,9.923,9.772,9.772,897567
2017-12-06,1512518400,9.772,9.848,9.697,9.697,1710500
2017-12-07,1512604800,9.772,9.772,9.622,9.697,1185503
2017-12-08,1512691200,9.772,9.923,9.697,9.848,1693255
2017-12-11,1512950400,9.923,10.223,9.848,10.073,2580503
2017-12-12,1513036800,10.148,10.148,9.697,9.998,1312330
2017-12-13,1513123200,9.998,9.998,9.772,9.848,988680
2017-12-14,1513209600,9.772,9.923,9.772,9.923,658072
2017-12-15,1513296000,9.848,9.848,9.697,9.772,1906195
2017-12-18,1513555200,9.772,9.848,9.772,9.848,1339219
2017-12-19,1513641600,9.848,9.923,9.772,9.848,1979610
2017-12-20,1513728000,9.848,9.998,9.772,9.923,2450673
2017-12-21,1513814400,9.923,9.998,9.772,9.848,2301950
2017-12-22,1513900800,9.848,9.923,9.772,9.848,1060600
2017-12-25,1514160000,9.848,9.848,9.772,9.772,1010390
2017-12-26,1514246400,9.772,9.772,9.697,9.772,1016770
2017-12-27,1514332800,9.697,9.772,9.547,9.622,1719140
2017-12-28,1514419200,9.622,9.772,9.471,9.697,1262498
2017-12-29,1514505600,9.772,9.772,9.622,9.697,878068
